YEAR,MONTH,DAY,Temperature
2003,3,5,-4.33
2003,3,6,-6.94
2003,3,7,-5.17
2003,3,8,1.44
2003,3,9,-9.17
2003,3,10,-9.22
2003,3,11,-4.28
2003,3,12,1.83
2003,3,13,-3.89
2003,3,14,-3.5
2003,3,15,4.22
2003,3,16,9.5
2003,3,17,17.0
2003,3,18,8.72
2003,3,19,5.11
2003,3,20,8.33
2003,3,21,8.94
2003,3,22,5.0
2003,3,23,5.28
2003,3,24,8.94
2003,3,25,13.78
2003,3,26,8.44
2003,3,27,7.06
2003,3,28,13.17
2003,3,29,6.0
2003,3,30,-0.28
2003,3,31,0.89
2003,4,1,9.67
2003,4,2,9.5
2003,4,3,4.72
2003,4,4,0.89
2003,4,5,-0.61
2003,4,6,-2.33
2003,4,7,-1.5
2003,4,8,-0.72
2003,4,9,1.06
2003,4,10,5.0
2003,4,11,9.78
2003,4,12,9.06
2003,4,13,5.78
2003,4,14,12.28
2003,4,15,22.06
2003,4,16,14.44
2003,4,17,4.72
2003,4,18,9.56
2003,4,19,14.0
2003,4,20,16.83
2003,4,21,13.33
2003,4,22,5.56
2003,4,23,6.39
2003,4,24,8.89
2003,4,25,11.11
2003,4,26,8.78
2003,4,27,11.06
2003,4,28,18.72
2003,4,29,11.39
2003,4,30,11.28
2003,5,1,15.39
2003,5,2,10.39
2003,5,3,8.61
2003,5,4,10.22
2003,5,5,13.78
2003,5,6,18.94
2003,5,7,11.11
2003,5,8,12.33
2003,5,9,12.78
2003,5,10,17.61
2003,5,11,16.67
2003,5,12,9.28
2003,5,13,12.89
2003,5,14,13.67
2003,5,15,13.17
2003,5,16,13.44
2003,5,17,14.28
2003,5,18,13.61
2003,5,19,15.89
2003,5,20,17.72
2003,5,21,10.83
2003,5,22,11.11
2003,5,23,11.72
2003,5,24,10.94
2003,5,25,13.33
2003,5,26,14.89
2003,5,27,13.33
2003,5,28,14.89
2003,5,29,17.67
2003,5,30,15.83
2003,5,31,12.0
2003,6,1,11.39
2003,6,2,15.17
2003,6,3,15.0
2003,6,4,13.22
2003,6,5,13.0
2003,6,6,17.33
2003,6,7,19.83
2003,6,8,18.61
2003,6,9,17.72
2003,6,10,19.0
2003,6,11,21.0
2003,6,12,15.72
2003,6,13,17.67
2003,6,14,20.33
2003,6,15,20.61
2003,6,16,19.06
2003,6,17,18.94
2003,6,18,21.33
2003,6,19,18.17
2003,6,20,16.83
2003,6,21,20.06
2003,6,22,22.61
2003,6,23,24.61
2003,6,24,26.06
2003,6,25,27.44
2003,6,26,26.61
2003,6,27,20.5
2003,6,28,22.28
2003,6,29,21.17
2003,6,30,21.39
2003,7,1,23.44
2003,7,2,23.94
2003,7,3,26.56
2003,7,4,27.5
2003,7,5,27.39
2003,7,6,24.56
2003,7,7,23.94
2003,7,8,26.61
2003,7,9,22.11
2003,7,10,22.06
2003,7,11,20.44
2003,7,12,19.89
2003,7,13,21.56
2003,7,14,22.56
2003,7,15,23.22
2003,7,16,22.33
2003,7,17,24.22
2003,7,18,21.44
2003,7,19,20.94
2003,7,20,23.11
2003,7,21,22.06
2003,7,22,20.22
2003,7,23,20.83
2003,7,24,21.44
2003,7,25,23.67
2003,7,26,23.83
2003,7,27,26.39
2003,7,28,20.67
2003,7,29,21.61
2003,7,30,22.22
2003,7,31,23.78
2003,8,1,23.83
2003,8,2,25.06
2003,8,3,22.39
2003,8,4,21.94
2003,8,5,22.11
2003,8,6,22.67
2003,8,7,24.06
2003,8,8,22.5
2003,8,9,22.11
2003,8,10,21.89
2003,8,11,22.72
2003,8,12,22.17
2003,8,13,22.67
2003,8,14,25.17
2003,8,15,26.56
2003,8,16,25.5
2003,8,17,21.44
2003,8,18,20.67
2003,8,19,22.5
2003,8,20,23.72
2003,8,21,26.33
2003,8,22,25.5
2003,8,23,21.89
2003,8,24,20.5
2003,8,25,25.28
2003,8,26,25.72
2003,8,27,25.06
2003,8,28,20.33
2003,8,29,24.78
2003,8,30,19.33
2003,8,31,18.56
2003,9,1,16.28
2003,9,2,18.67
2003,9,3,20.11
2003,9,4,19.61
2003,9,5,18.06
2003,9,6,18.78
2003,9,7,21.44
2003,9,8,19.67
2003,9,9,20.11
2003,9,10,19.78
2003,9,11,21.22
2003,9,12,21.89
2003,9,13,25.11
2003,9,14,22.89
2003,9,15,19.78
2003,9,16,18.89
2003,9,17,21.5
2003,9,18,20.67
2003,9,19,18.89
2003,9,20,15.67
2003,9,21,16.28
2003,9,22,18.33
2003,9,23,15.56
2003,9,24,14.83
2003,9,25,14.11
2003,9,26,12.94
2003,9,27,16.06
2003,9,28,12.06
2003,9,29,10.22
2003,9,30,9.17
2003,10,1,8.5
2003,10,2,5.72
2003,10,3,7.72
2003,10,4,8.39
2003,10,5,7.44
2003,10,6,7.61
2003,10,7,10.44
2003,10,8,17.89
2003,10,9,17.5
2003,10,10,17.78
2003,10,11,17.72
2003,10,12,17.28
2003,10,13,14.06
2003,10,14,12.0
2003,10,15,10.33
2003,10,16,10.39
2003,10,17,7.78
2003,10,18,9.94
2003,10,19,10.78
2003,10,20,12.89
2003,10,21,15.56
2003,10,22,7.0
2003,10,23,5.11
2003,10,24,8.83
2003,10,25,10.0
2003,10,26,9.89
2003,10,27,6.94
2003,10,28,7.0
2003,10,29,7.0
2003,10,30,10.44
2003,10,31,18.28
2003,11,1,13.5
2003,11,2,12.17
2003,11,3,11.06
2003,11,4,13.61
2003,11,5,13.39
2003,11,6,6.61
2003,11,7,3.67
2003,11,8,-0.83
2003,11,9,-0.94
2003,11,10,1.33
2003,11,11,9.83
2003,11,12,12.11
2003,11,13,4.17
2003,11,14,2.72
2003,11,15,5.33
2003,11,16,5.89
2003,11,17,7.67
2003,11,18,10.72
2003,11,19,12.72
2003,11,20,7.5
2003,11,21,10.28
2003,11,22,6.67
2003,11,23,14.39
2003,11,24,7.0
2003,11,25,-0.44
2003,11,26,3.61
2003,11,27,4.78
2003,11,28,3.78
2003,11,29,1.78
2003,11,30,3.83
2003,12,1,4.56
2003,12,2,-0.39
2003,12,3,-2.11
2003,12,4,0.72
2003,12,5,1.94
2003,12,6,-0.89
2003,12,7,-2.61
2003,12,8,-0.11
2003,12,9,2.94
2003,12,10,5.78
2003,12,11,2.78
2003,12,12,-3.67
2003,12,13,-5.06
2003,12,14,-1.06
2003,12,15,-1.06
2003,12,16,2.33
2003,12,17,-0.78
2003,12,18,-1.39
2003,12,19,-1.11
2003,12,20,-3.06
2003,12,21,0.22
2003,12,22,5.67
2003,12,23,4.11
2003,12,24,1.06
2003,12,25,-0.83
2003,12,26,0.28
2003,12,27,1.0
2003,12,28,3.72
2003,12,29,7.39
2003,12,30,2.22
2003,12,31,3.39
2004,1,1,-0.33
2004,1,2,7.78
2004,1,3,11.78
2004,1,4,1.89
2004,1,5,-1.89
2004,1,6,-8.39
2004,1,7,-9.94
2004,1,8,-7.06
2004,1,9,-10.0
2004,1,10,-11.89
2004,1,11,-4.33
2004,1,12,1.72
2004,1,13,-1.44
2004,1,14,-7.56
2004,1,15,-10.72
2004,1,16,-12.44
2004,1,17,-7.89
2004,1,18,-4.22
2004,1,19,-7.39
2004,1,20,-10.39
2004,1,21,-9.06
2004,1,22,-5.94
2004,1,23,-13.94
2004,1,24,-10.89
2004,1,25,-13.5
2004,1,26,-8.56
2004,1,27,-3.17
2004,1,28,-5.83
2004,1,29,-11.17
2004,1,30,-11.94
2004,1,31,-10.39
2004,2,1,-8.56
2004,2,2,-5.06
2004,2,3,1.72
2004,2,4,-3.89
2004,2,5,-5.5
2004,2,6,-0.22
2004,2,7,-2.5
2004,2,8,-6.89
2004,2,9,-1.0
2004,2,10,-1.39
2004,2,11,-4.94
2004,2,12,-1.28
2004,2,13,-2.06
2004,2,14,-2.39
2004,2,15,-8.39
2004,2,16,-9.22
2004,2,17,-4.56
2004,2,18,-2.83
2004,2,19,2.5
2004,2,20,3.72
2004,2,21,1.72
2004,2,22,1.72
2004,2,23,0.0
2004,2,24,-0.67
2004,2,25,-0.72
2004,2,26,0.11
2004,2,27,0.61
2004,2,28,2.39
2004,2,29,6.33
2004,3,1,6.94
2004,3,2,9.61
2004,3,3,6.72
2004,3,4,6.44
2004,3,5,10.94
2004,3,6,5.39
2004,3,7,4.17
2004,3,8,0.94
2004,3,9,1.28
2004,3,10,1.17
2004,3,11,3.0
2004,3,12,-3.72
2004,3,13,-3.94
2004,3,14,1.56
2004,3,15,2.39
2004,3,16,-2.56
2004,3,17,-3.83
2004,3,18,-1.0
2004,3,19,1.17
2004,3,20,5.83
2004,3,21,0.83
2004,3,22,-3.67
2004,3,23,3.0
2004,3,24,5.89
2004,3,25,13.22
2004,3,26,14.78
2004,3,27,12.22
2004,3,28,7.67
2004,3,29,11.33
2004,3,30,8.22
2004,3,31,5.5
2004,4,1,4.22
2004,4,2,5.89
2004,4,3,8.44
2004,4,4,3.5
2004,4,5,1.22
2004,4,6,6.72
2004,4,7,8.61
2004,4,8,7.61
2004,4,9,8.06
2004,4,10,7.0
2004,4,11,4.89
2004,4,12,4.78
2004,4,13,4.06
2004,4,14,7.22
2004,4,15,8.94
2004,4,16,10.5
2004,4,17,17.44
2004,4,18,19.0
2004,4,19,21.72
2004,4,20,8.11
2004,4,21,15.22
2004,4,22,11.5
2004,4,23,10.56
2004,4,24,10.22
2004,4,25,11.78
2004,4,26,13.89
2004,4,27,5.78
2004,4,28,8.22
2004,4,29,20.78
2004,4,30,18.67
2004,5,1,13.06
2004,5,2,5.56
2004,5,3,5.72
2004,5,4,8.22
2004,5,5,13.56
2004,5,6,16.89
2004,5,7,14.17
2004,5,8,10.06
2004,5,9,15.06
2004,5,10,21.89
2004,5,11,18.22
2004,5,12,23.22
2004,5,13,23.17
2004,5,14,22.17
2004,5,15,12.78
2004,5,16,11.94
2004,5,17,16.56
2004,5,18,19.89
2004,5,19,13.56
2004,5,20,20.11
2004,5,21,17.94
2004,5,22,22.22
2004,5,23,22.44
2004,5,24,18.33
2004,5,25,12.89
2004,5,26,17.0
2004,5,27,16.06
2004,5,28,14.72
2004,5,29,12.11
2004,5,30,15.94
2004,5,31,18.33
2004,6,1,18.61
2004,6,2,17.22
2004,6,3,16.06
2004,6,4,14.44
2004,6,5,16.67
2004,6,6,19.44
2004,6,7,23.44
2004,6,8,26.17
2004,6,9,27.11
2004,6,10,17.78
2004,6,11,15.44
2004,6,12,17.44
2004,6,13,21.11
2004,6,14,23.06
2004,6,15,22.94
2004,6,16,20.17
2004,6,17,23.17
2004,6,18,23.61
2004,6,19,18.89
2004,6,20,16.61
2004,6,21,19.22
2004,6,22,19.94
2004,6,23,19.44
2004,6,24,21.28
2004,6,25,15.39
2004,6,26,17.67
2004,6,27,19.17
2004,6,28,19.06
2004,6,29,20.89
2004,6,30,23.06
2004,7,1,24.83
2004,7,2,23.83
2004,7,3,20.5
2004,7,4,25.39
2004,7,5,22.78
2004,7,6,20.72
2004,7,7,24.11
2004,7,8,18.72
2004,7,9,18.94
2004,7,10,23.44
2004,7,11,23.83
2004,7,12,23.44
2004,7,13,25.11
2004,7,14,22.28
2004,7,15,22.33
2004,7,16,21.61
2004,7,17,22.17
2004,7,18,22.33
2004,7,19,22.33
2004,7,20,24.28
2004,7,21,26.61
2004,7,22,25.67
2004,7,23,21.61
2004,7,24,17.89
2004,7,25,18.61
2004,7,26,19.83
2004,7,27,17.0
2004,7,28,19.72
2004,7,29,22.72
2004,7,30,22.5
2004,7,31,23.78
2004,8,1,23.06
2004,8,2,25.61
2004,8,3,25.61
2004,8,4,19.72
2004,8,5,18.72
2004,8,6,18.22
2004,8,7,19.22
2004,8,8,22.28
2004,8,9,22.5
2004,8,10,22.39
2004,8,11,18.61
2004,8,12,16.06
2004,8,13,16.94
2004,8,14,17.33
2004,8,15,17.61
2004,8,16,18.56
2004,8,17,20.83
2004,8,18,21.94
2004,8,19,20.83
2004,8,20,17.56
2004,8,21,16.78
2004,8,22,18.5
2004,8,23,21.33
2004,8,24,20.94
2004,8,25,24.33
2004,8,26,25.11
2004,8,27,25.67
2004,8,28,23.0
2004,8,29,18.22
2004,8,30,18.44
2004,8,31,20.11
2004,9,1,20.72
2004,9,2,22.33
2004,9,3,23.11
2004,9,4,23.33
2004,9,5,23.89
2004,9,6,24.39
2004,9,7,22.61
2004,9,8,18.5
2004,9,9,18.22
2004,9,10,17.78
2004,9,11,19.39
2004,9,12,21.72
2004,9,13,22.44
2004,9,14,22.72
2004,9,15,23.67
2004,9,16,23.83
2004,9,17,17.22
2004,9,18,18.5
2004,9,19,15.89
2004,9,20,16.67
2004,9,21,19.11
2004,9,22,20.11
2004,9,23,20.61
2004,9,24,21.39
2004,9,25,19.28
2004,9,26,18.44
2004,9,27,16.89
2004,9,28,16.11
2004,9,29,13.56
2004,9,30,14.06
2004,10,1,15.28
2004,10,2,15.5
2004,10,3,10.89
2004,10,4,13.11
2004,10,5,8.61
2004,10,6,13.06
2004,10,7,17.39
2004,10,8,18.0
2004,10,9,17.89
2004,10,10,12.17
2004,10,11,10.06
2004,10,12,10.28
2004,10,13,12.67
2004,10,14,12.39
2004,10,15,11.44
2004,10,16,7.89
2004,10,17,5.78
2004,10,18,6.61
2004,10,19,8.11
2004,10,20,9.72
2004,10,21,10.94
2004,10,22,11.17
2004,10,23,11.89
2004,10,24,14.11
2004,10,25,13.72
2004,10,26,10.67
2004,10,27,13.39
2004,10,28,11.78
2004,10,29,14.44
2004,10,30,19.39
2004,10,31,12.56
2004,11,1,8.39
2004,11,2,9.78
2004,11,3,7.33
2004,11,4,7.94
2004,11,5,7.06
2004,11,6,9.44
2004,11,7,11.44
2004,11,8,4.28
2004,11,9,1.67
2004,11,10,7.94
2004,11,11,8.28
2004,11,12,2.67
2004,11,13,2.67
2004,11,14,2.28
2004,11,15,3.72
2004,11,16,8.11
2004,11,17,9.67
2004,11,18,13.78
2004,11,19,8.72
2004,11,20,12.44
2004,11,21,8.89
2004,11,22,4.83
2004,11,23,10.11
2004,11,24,5.39
2004,11,25,0.11
2004,11,26,0.94
2004,11,27,7.06
2004,11,28,5.06
2004,11,29,1.28
2004,11,30,2.72
2004,12,1,4.44
2004,12,2,1.94
2004,12,3,0.39
2004,12,4,2.56
2004,12,5,2.83
2004,12,6,2.44
2004,12,7,7.11
2004,12,8,6.67
2004,12,9,5.06
2004,12,10,5.11
2004,12,11,1.17
2004,12,12,1.39
2004,12,13,0.33
2004,12,14,-4.78
2004,12,15,-2.56
2004,12,16,0.28
2004,12,17,-2.11
2004,12,18,-0.61
2004,12,19,-9.17
2004,12,20,-13.56
2004,12,21,-2.11
2004,12,22,-2.28
2004,12,23,-5.72
2004,12,24,-10.22
2004,12,25,-13.94
2004,12,26,-7.78
2004,12,27,-9.39
2004,12,28,-4.78
2004,12,29,2.11
2004,12,30,2.44
2004,12,31,9.83
2005,1,1,2.94
2005,1,2,4.44
2005,1,3,3.5
2005,1,4,1.11
2005,1,5,-2.0
2005,1,6,-3.28
2005,1,7,-4.11
2005,1,8,-2.0
2005,1,9,-0.5
2005,1,10,1.72
2005,1,11,0.78
2005,1,12,2.83
2005,1,13,11.06
2005,1,14,-3.78
2005,1,15,-8.28
2005,1,16,-9.39
2005,1,17,-12.06
2005,1,18,-13.61
2005,1,19,-5.11
2005,1,20,-7.22
2005,1,21,-12.33
2005,1,22,-11.39
2005,1,23,-11.72
2005,1,24,-9.44
2005,1,25,-2.06
2005,1,26,-1.78
2005,1,27,-12.17
2005,1,28,-12.5
2005,1,29,-6.5
2005,1,30,-3.5
2005,1,31,-5.06
2005,2,1,-6.11
2005,2,2,-7.39
2005,2,3,-3.89
2005,2,4,-0.5
2005,2,5,0.11
2005,2,6,1.5
2005,2,7,4.17
2005,2,8,2.33
2005,2,9,-1.67
2005,2,10,-4.67
2005,2,11,-4.11
2005,2,12,1.72
2005,2,13,-0.89
2005,2,14,3.67
2005,2,15,5.33
2005,2,16,1.89
2005,2,17,-4.33
2005,2,18,-8.22
2005,2,19,-3.78
2005,2,20,-2.06
2005,2,21,1.39
2005,2,22,1.06
2005,2,23,-2.72
2005,2,24,-4.78
2005,2,25,-4.11
2005,2,26,-2.94
2005,2,27,-6.89
2005,2,28,-1.61
2005,3,1,-1.22
2005,3,2,-6.06
2005,3,3,-7.06
2005,3,4,-3.56
2005,3,5,-0.78
2005,3,6,4.11
2005,3,7,7.33
2005,3,8,-6.61
2005,3,9,-6.39
2005,3,10,-5.11
2005,3,11,-1.72
2005,3,12,-0.89
2005,3,13,-3.83
2005,3,14,-2.5
2005,3,15,0.56
2005,3,16,-0.83
2005,3,17,1.78
2005,3,18,-0.11
2005,3,19,1.17
2005,3,20,2.78
2005,3,21,2.44
2005,3,22,3.5
2005,3,23,-0.17
2005,3,24,1.28
2005,3,25,3.39
2005,3,26,0.44
2005,3,27,2.72
2005,3,28,6.28
2005,3,29,7.61
2005,3,30,9.72
2005,3,31,11.61
2005,4,1,8.56
2005,4,2,4.89
2005,4,3,7.78
2005,4,4,10.72
2005,4,5,11.78
2005,4,6,21.61
2005,4,7,13.72
2005,4,8,9.33
2005,4,9,9.44
2005,4,10,12.06
2005,4,11,11.22
2005,4,12,8.28
2005,4,13,8.89
2005,4,14,10.06
2005,4,15,9.5
2005,4,16,12.22
2005,4,17,14.78
2005,4,18,15.28
2005,4,19,19.44
2005,4,20,18.28
2005,4,21,6.5
2005,4,22,8.11
2005,4,23,3.67
2005,4,24,0.94
2005,4,25,6.33
2005,4,26,10.0
2005,4,27,7.39
2005,4,28,8.0
2005,4,29,9.0
2005,4,30,8.94
2005,5,1,8.5
2005,5,2,6.89
2005,5,3,5.06
2005,5,4,7.61
2005,5,5,10.39
2005,5,6,12.39
2005,5,7,15.22
2005,5,8,15.33
2005,5,9,19.39
2005,5,10,21.44
2005,5,11,17.22
2005,5,12,8.39
2005,5,13,10.67
2005,5,14,15.67
2005,5,15,11.44
2005,5,16,9.61
2005,5,17,12.11
2005,5,18,13.28
2005,5,19,13.61
2005,5,20,15.44
2005,5,21,17.56
2005,5,22,15.72
2005,5,23,12.44
2005,5,24,12.94
2005,5,25,15.56
2005,5,26,18.39
2005,5,27,18.44
2005,5,28,16.39
2005,5,29,16.17
2005,5,30,18.06
2005,5,31,19.0
2005,6,1,19.17
2005,6,2,20.22
2005,6,3,19.67
2005,6,4,21.89
2005,6,5,25.89
2005,6,6,24.83
2005,6,7,27.39
2005,6,8,27.5
2005,6,9,26.11
2005,6,10,27.39
2005,6,11,26.78
2005,6,12,26.72
2005,6,13,24.67
2005,6,14,25.89
2005,6,15,22.06
2005,6,16,17.17
2005,6,17,15.56
2005,6,18,17.67
2005,6,19,17.72
2005,6,20,19.61
2005,6,21,22.94
2005,6,22,22.39
2005,6,23,20.0
2005,6,24,26.72
2005,6,25,29.5
2005,6,26,25.78
2005,6,27,28.33
2005,6,28,28.22
2005,6,29,24.67
2005,6,30,24.78
2005,7,1,23.94
2005,7,2,18.72
2005,7,3,21.83
2005,7,4,26.22
2005,7,5,23.61
2005,7,6,20.61
2005,7,7,21.33
2005,7,8,22.28
2005,7,9,23.22
2005,7,10,26.0
2005,7,11,27.0
2005,7,12,27.44
2005,7,13,28.11
2005,7,14,27.56
2005,7,15,26.33
2005,7,16,25.72
2005,7,17,26.72
2005,7,18,27.28
2005,7,19,25.56
2005,7,20,26.06
2005,7,21,26.56
2005,7,22,27.33
2005,7,23,24.28
2005,7,24,25.61
2005,7,25,30.56
2005,7,26,27.39
2005,7,27,20.67
2005,7,28,20.06
2005,7,29,22.61
2005,7,30,21.67
2005,7,31,23.33
2005,8,1,27.22
2005,8,2,29.11
2005,8,3,29.11
2005,8,4,28.22
2005,8,5,26.22
2005,8,6,24.72
2005,8,7,25.22
2005,8,8,25.89
2005,8,9,27.44
2005,8,10,27.39
2005,8,11,25.22
2005,8,12,25.72
2005,8,13,25.22
2005,8,14,22.17
2005,8,15,22.33
2005,8,16,23.39
2005,8,17,23.89
2005,8,18,24.78
2005,8,19,26.5
2005,8,20,24.06
2005,8,21,25.11
2005,8,22,19.22
2005,8,23,19.11
2005,8,24,19.44
2005,8,25,21.33
2005,8,26,23.72
2005,8,27,23.67
2005,8,28,24.06
2005,8,29,24.72
2005,8,30,22.89
2005,8,31,22.39
2005,9,1,22.72
2005,9,2,23.22
2005,9,3,21.56
2005,9,4,19.94
2005,9,5,20.44
2005,9,6,22.33
2005,9,7,23.67
2005,9,8,22.33
2005,9,9,21.11
2005,9,10,21.72
2005,9,11,23.06
2005,9,12,25.0
2005,9,13,25.61
2005,9,14,25.17
2005,9,15,21.17
2005,9,16,16.94
2005,9,17,18.61
2005,9,18,19.89
2005,9,19,21.94
2005,9,20,25.78
2005,9,21,22.0
2005,9,22,21.17
2005,9,23,18.78
2005,9,24,17.44
2005,9,25,21.33
2005,9,26,20.72
2005,9,27,16.22
2005,9,28,17.83
2005,9,29,14.72
2005,9,30,12.83
2005,10,1,16.5
2005,10,2,19.5
2005,10,3,23.44
2005,10,4,23.44
2005,10,5,22.39
2005,10,6,21.67
2005,10,7,12.72
2005,10,8,10.33
2005,10,9,14.61
2005,10,10,12.06
2005,10,11,13.22
2005,10,12,14.39
2005,10,13,16.06
2005,10,14,16.94
2005,10,15,15.83
2005,10,16,11.83
2005,10,17,10.39
2005,10,18,14.06
2005,10,19,13.61
2005,10,20,9.0
2005,10,21,9.44
2005,10,22,8.72
2005,10,23,7.28
2005,10,24,7.17
2005,10,25,7.89
2005,10,26,6.83
2005,10,27,5.5
2005,10,28,7.11
2005,10,29,7.06
2005,10,30,9.72
2005,10,31,13.67
2005,11,1,11.5
2005,11,2,8.33
2005,11,3,14.89
2005,11,4,16.11
2005,11,5,14.78
2005,11,6,14.0
2005,11,7,9.33
2005,11,8,11.0
2005,11,9,13.39
2005,11,10,7.22
2005,11,11,6.0
2005,11,12,11.72
2005,11,13,14.33
2005,11,14,7.44
2005,11,15,7.56
2005,11,16,8.06
2005,11,17,-1.89
2005,11,18,-2.61
2005,11,19,5.11
2005,11,20,7.0
2005,11,21,5.39
2005,11,22,1.61
2005,11,23,-3.0
2005,11,24,-3.5
2005,11,25,-6.61
2005,11,26,-2.61
2005,11,27,3.72
2005,11,28,12.06
2005,11,29,8.72
2005,11,30,0.22
2005,12,1,-0.39
2005,12,2,-1.56
2005,12,3,-4.33
2005,12,4,-3.06
2005,12,5,-2.89
2005,12,6,-6.78
2005,12,7,-7.11
2005,12,8,-7.11
2005,12,9,-3.0
2005,12,10,-6.11
2005,12,11,-2.17
2005,12,12,-6.94
2005,12,13,-5.56
2005,12,14,-4.06
2005,12,15,-0.22
2005,12,16,-1.67
2005,12,17,-4.5
2005,12,18,-6.78
2005,12,19,-8.06
2005,12,20,-8.17
2005,12,21,-4.11
2005,12,22,-3.17
2005,12,23,2.5
2005,12,24,2.39
2005,12,25,2.17
2005,12,26,1.67
2005,12,27,1.28
2005,12,28,2.78
2005,12,29,2.83
2005,12,30,1.0
2005,12,31,1.5
2006,1,1,2.5
2006,1,2,3.11
2006,1,3,3.83
2006,1,4,5.22
2006,1,5,3.44
2006,1,6,-3.67
2006,1,7,-0.89
2006,1,8,1.28
2006,1,9,2.28
2006,1,10,1.39
2006,1,11,5.06
2006,1,12,5.78
2006,1,13,8.5
2006,1,14,0.44
2006,1,15,-2.89
2006,1,16,-1.72
2006,1,17,1.28
2006,1,18,1.06
2006,1,19,0.5
2006,1,20,9.44
2006,1,21,2.06
2006,1,22,-0.5
2006,1,23,0.28
2006,1,24,1.28
2006,1,25,0.11
2006,1,26,-2.11
2006,1,27,0.89
2006,1,28,6.56
2006,1,29,8.61
2006,1,30,6.72
2006,1,31,1.28
2006,2,1,2.72
2006,2,2,4.11
2006,2,3,3.61
2006,2,4,2.5
2006,2,5,-0.11
2006,2,6,-2.39
2006,2,7,-2.78
2006,2,8,-4.0
2006,2,9,-5.17
2006,2,10,-1.67
2006,2,11,-1.22
2006,2,12,-4.83
2006,2,13,-2.44
2006,2,14,0.61
2006,2,15,5.33
2006,2,16,3.28
2006,2,17,1.72
2006,2,18,-10.61
2006,2,19,-10.5
2006,2,20,-5.94
2006,2,21,-1.0
2006,2,22,1.72
2006,2,23,3.11
2006,2,24,-2.11
2006,2,25,1.61
2006,2,26,-4.78
2006,2,27,-3.61
2006,2,28,-4.39
2006,3,1,-1.11
2006,3,2,-1.28
2006,3,3,-2.5
2006,3,4,-1.78
2006,3,5,0.11
2006,3,6,1.11
2006,3,7,-0.11
2006,3,8,3.39
2006,3,9,9.39
2006,3,10,9.83
2006,3,11,6.61
2006,3,12,11.56
2006,3,13,12.83
2006,3,14,3.0
2006,3,15,1.17
2006,3,16,0.83
2006,3,17,0.44
2006,3,18,-0.33
2006,3,19,1.39
2006,3,20,0.0
2006,3,21,-2.44
2006,3,22,0.61
2006,3,23,2.33
2006,3,24,1.94
2006,3,25,1.28
2006,3,26,3.94
2006,3,27,4.28
2006,3,28,6.44
2006,3,29,7.56
2006,3,30,9.61
2006,3,31,13.72
2006,4,1,11.11
2006,4,2,6.94
2006,4,3,9.0
2006,4,4,4.44
2006,4,5,4.39
2006,4,6,7.11
2006,4,7,7.94
2006,4,8,2.39
2006,4,9,4.11
2006,4,10,8.61
2006,4,11,12.61
2006,4,12,16.22
2006,4,13,17.39
2006,4,14,19.0
2006,4,15,16.78
2006,4,16,9.72
2006,4,17,10.0
2006,4,18,11.22
2006,4,19,13.78
2006,4,20,15.33
2006,4,21,17.56
2006,4,22,16.17
2006,4,23,12.22
2006,4,24,12.22
2006,4,25,9.89
2006,4,26,9.06
2006,4,27,12.39
2006,4,28,8.11
2006,4,29,11.5
2006,4,30,14.67
2006,5,1,16.72
2006,5,2,14.28
2006,5,3,16.94
2006,5,4,19.67
2006,5,5,14.61
2006,5,6,10.17
2006,5,7,11.94
2006,5,8,15.33
2006,5,9,16.28
2006,5,10,16.28
2006,5,11,15.0
2006,5,12,8.67
2006,5,13,9.83
2006,5,14,13.22
2006,5,15,12.56
2006,5,16,13.17
2006,5,17,16.22
2006,5,18,12.61
2006,5,19,9.78
2006,5,20,13.06
2006,5,21,11.89
2006,5,22,9.67
2006,5,23,12.33
2006,5,24,17.56
2006,5,25,20.39
2006,5,26,19.94
2006,5,27,21.11
2006,5,28,24.06
2006,5,29,28.0
2006,5,30,27.67
2006,5,31,26.11
2006,6,1,21.78
2006,6,2,20.67
2006,6,3,18.94
2006,6,4,16.83
2006,6,5,21.0
2006,6,6,24.28
2006,6,7,21.78
2006,6,8,22.78
2006,6,9,18.83
2006,6,10,15.61
2006,6,11,14.72
2006,6,12,15.33
2006,6,13,17.17
2006,6,14,19.83
2006,6,15,20.67
2006,6,16,23.28
2006,6,17,27.11
2006,6,18,26.78
2006,6,19,23.28
2006,6,20,21.56
2006,6,21,19.78
2006,6,22,23.94
2006,6,23,21.78
2006,6,24,18.33
2006,6,25,20.61
2006,6,26,21.06
2006,6,27,21.89
2006,6,28,21.72
2006,6,29,20.06
2006,6,30,21.89
2006,7,1,24.11
2006,7,2,26.72
2006,7,3,24.28
2006,7,4,24.94
2006,7,5,20.17
2006,7,6,19.56
2006,7,7,21.61
2006,7,8,23.22
2006,7,9,24.72
2006,7,10,24.44
2006,7,11,22.61
2006,7,12,24.22
2006,7,13,24.0
2006,7,14,24.28
2006,7,15,26.44
2006,7,16,29.22
2006,7,17,29.44
2006,7,18,25.28
2006,7,19,23.22
2006,7,20,25.28
2006,7,21,25.61
2006,7,22,22.22
2006,7,23,22.22
2006,7,24,23.94
2006,7,25,25.72
2006,7,26,26.11
2006,7,27,24.44
2006,7,28,24.78
2006,7,29,28.22
2006,7,30,27.94
2006,7,31,28.22
2006,8,1,31.67
2006,8,2,30.89
2006,8,3,26.94
2006,8,4,24.28
2006,8,5,23.39
2006,8,6,25.28
